"Y","TSS","Size","Type"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
1,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"C","L","FFV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
0,"A","L","APV"
1,"A","L","APV"
1,"A","L","APV"
0,"A","L","APV"
